timestamp,open,high,low,close,volume
2026-04-27 00:00:00+00:00,4699.04,4710.0,4691.29,4691.47,412.0
2026-04-27 00:01:00+00:00,4691.94,4697.19,4691.15,4696.0,321.0
2026-04-27 00:02:00+00:00,4696.21,4700.0,4695.59,4696.72,366.0
2026-04-27 00:03:00+00:00,4697.05,4699.6,4694.93,4699.31,308.0
2026-04-27 00:04:00+00:00,4699.63,4699.38,4696.42,4696.81,250.0
2026-04-27 00:05:00+00:00,4697.05,4696.81,4693.09,4693.67,296.0
2026-04-27 00:06:00+00:00,4694.2,4693.95,4685.23,4685.7,512.0
2026-04-27 00:07:00+00:00,4685.94,4686.78,4685.51,4686.6,282.0
2026-04-27 00:08:00+00:00,4687.05,4689.61,4686.47,4688.3,306.0
2026-04-27 00:09:00+00:00,4688.59,4688.92,4681.2,4681.44,508.0
2026-04-27 00:10:00+00:00,4681.72,4682.84,4680.31,4680.74,511.0
2026-04-27 00:11:00+00:00,4680.895,4685.53,4679.71,4684.35,399.0
2026-04-27 00:12:00+00:00,4684.695,4684.67,4682.71,4683.59,257.0
2026-04-27 00:13:00+00:00,4683.9,4685.27,4683.33,4684.95,205.0
2026-04-27 00:14:00+00:00,4685.23,4685.7,4684.23,4685.18,204.0
2026-04-27 00:15:00+00:00,4685.45,4686.26,4683.83,4683.91,304.0
2026-04-27 00:16:00+00:00,4684.23,4685.64,4683.98,4685.51,193.0
2026-04-27 00:17:00+00:00,4685.78,4686.27,4684.45,4685.46,240.0
2026-04-27 00:18:00+00:00,4685.78,4687.46,4685.27,4687.26,216.0
2026-04-27 00:19:00+00:00,4687.47,4688.45,4687.04,4688.45,239.0
2026-04-27 00:20:00+00:00,4688.69,4688.46,4686.18,4686.51,223.0
2026-04-27 00:21:00+00:00,4686.77,4686.61,4684.24,4684.78,270.0
2026-04-27 00:22:00+00:00,4685.06,4684.81,4682.99,4684.8,227.0
2026-04-27 00:23:00+00:00,4685.1,4686.38,4684.25,4684.58,216.0
2026-04-27 00:24:00+00:00,4684.86,4685.94,4684.02,4684.54,242.0
2026-04-27 00:25:00+00:00,4684.91,4685.36,4683.62,4683.74,225.0
2026-04-27 00:26:00+00:00,4684.03,4684.67,4683.41,4684.51,159.0
2026-04-27 00:27:00+00:00,4684.75,4684.81,4682.79,4684.27,206.0
2026-04-27 00:28:00+00:00,4684.53,4685.39,4684.24,4685.23,138.0
2026-04-27 00:29:00+00:00,4685.46,4687.27,4685.05,4686.68,171.0
2026-04-27 00:30:00+00:00,4686.92,4686.72,4685.88,4685.88,194.0
2026-04-27 00:31:00+00:00,4686.11,4686.66,4682.27,4683.64,255.0
2026-04-27 00:32:00+00:00,4683.875,4685.58,4683.5,4685.5,204.0
2026-04-27 00:33:00+00:00,4685.84,4686.34,4684.15,4684.24,231.0
2026-04-27 00:34:00+00:00,4684.5,4684.38,4682.07,4683.39,245.0
2026-04-27 00:35:00+00:00,4683.63,4685.77,4683.22,4685.77,221.0
2026-04-27 00:36:00+00:00,4686.03,4686.16,4684.61,4685.29,207.0
2026-04-27 00:37:00+00:00,4685.55,4685.8,4683.59,4684.65,187.0
2026-04-27 00:38:00+00:00,4684.85,4685.43,4684.29,4685.32,118.0
2026-04-27 00:39:00+00:00,4685.59,4686.05,4685.34,4686.05,140.0
2026-04-27 00:40:00+00:00,4686.29,4686.11,4684.39,4684.53,182.0
2026-04-27 00:41:00+00:00,4684.75,4684.87,4684.46,4684.66,131.0
2026-04-27 00:42:00+00:00,4684.94,4685.13,4684.59,4684.76,140.0
2026-04-27 00:43:00+00:00,4684.97,4685.12,4684.24,4684.42,167.0
2026-04-27 00:44:00+00:00,4684.78,4685.08,4683.91,4684.55,137.0
2026-04-27 00:45:00+00:00,4684.79,4684.64,4683.46,4684.6,149.0
2026-04-27 00:46:00+00:00,4684.87,4684.9,4683.6,4683.86,145.0
2026-04-27 00:47:00+00:00,4684.1,4685.3,4683.85,4684.9,140.0
2026-04-27 00:48:00+00:00,4685.13,4684.96,4684.18,4684.74,97.0
2026-04-27 00:49:00+00:00,4685.01,4685.56,4684.52,4684.86,125.0
2026-04-27 00:50:00+00:00,4685.09,4685.53,4683.54,4683.59,141.0
2026-04-27 00:51:00+00:00,4683.925,4684.05,4682.11,4682.52,194.0
2026-04-27 00:52:00+00:00,4682.65,4683.5,4681.73,4683.49,138.0
2026-04-27 00:53:00+00:00,4683.73,4684.06,4682.58,4683.87,169.0
2026-04-27 00:54:00+00:00,4684.15,4684.4,4683.64,4684.36,134.0
2026-04-27 00:55:00+00:00,4684.63,4684.44,4683.74,4683.89,174.0
2026-04-27 00:56:00+00:00,4684.15,4684.74,4683.89,4684.32,153.0
2026-04-27 00:57:00+00:00,4684.55,4685.36,4684.29,4685.17,139.0
2026-04-27 00:58:00+00:00,4685.44,4685.99,4685.19,4685.24,133.0
2026-04-27 00:59:00+00:00,4685.46,4685.63,4684.56,4684.56,158.0
2026-04-27 01:00:00+00:00,4684.73,4684.48,4680.01,4681.43,350.0
2026-04-27 01:01:00+00:00,4681.72,4681.72,4677.57,4680.86,424.0
2026-04-27 01:02:00+00:00,4681.14,4682.14,4680.89,4680.91,215.0
2026-04-27 01:03:00+00:00,4681.18,4681.22,4680.18,4681.22,216.0
2026-04-27 01:04:00+00:00,4681.45,4681.84,4679.96,4681.11,239.0
2026-04-27 01:05:00+00:00,4681.545,4682.65,4681.14,4682.48,205.0
2026-04-27 01:06:00+00:00,4682.71,4684.31,4682.33,4683.89,188.0
2026-04-27 01:07:00+00:00,4684.12,4684.17,4683.45,4683.83,170.0
2026-04-27 01:08:00+00:00,4684.09,4683.87,4682.98,4683.36,157.0
2026-04-27 01:09:00+00:00,4683.57,4683.52,4681.96,4683.22,153.0
2026-04-27 01:10:00+00:00,4683.51,4684.24,4683.11,4683.13,164.0
2026-04-27 01:11:00+00:00,4683.37,4683.78,4682.98,4683.05,141.0
2026-04-27 01:12:00+00:00,4683.31,4683.37,4682.88,4682.99,132.0
2026-04-27 01:13:00+00:00,4683.23,4684.63,4682.87,4684.01,158.0
2026-04-27 01:14:00+00:00,4684.25,4684.08,4682.98,4683.48,142.0
2026-04-27 01:15:00+00:00,4683.835,4683.91,4683.27,4683.7,137.0
2026-04-27 01:16:00+00:00,4683.96,4684.5,4683.64,4684.22,149.0
2026-04-27 01:17:00+00:00,4684.48,4684.35,4683.22,4683.53,152.0
2026-04-27 01:18:00+00:00,4683.79,4684.09,4683.39,4683.58,116.0
2026-04-27 01:19:00+00:00,4683.77,4683.62,4683.3,4683.51,95.0
2026-04-27 01:20:00+00:00,4683.7,4683.66,4681.95,4681.95,134.0
2026-04-27 01:21:00+00:00,4682.18,4682.2,4681.0,4681.56,149.0
2026-04-27 01:22:00+00:00,4681.82,4681.93,4681.31,4681.34,114.0
2026-04-27 01:23:00+00:00,4681.66,4683.07,4681.41,4682.75,143.0
2026-04-27 01:24:00+00:00,4683.02,4682.86,4682.4,4682.44,108.0
2026-04-27 01:25:00+00:00,4682.7,4682.45,4680.89,4680.9,135.0
2026-04-27 01:26:00+00:00,4681.14,4681.39,4680.84,4681.39,117.0
2026-04-27 01:27:00+00:00,4681.63,4681.84,4680.68,4680.78,129.0
2026-04-27 01:28:00+00:00,4681.01,4681.07,4679.66,4679.77,164.0
2026-04-27 01:29:00+00:00,4680.05,4680.02,4677.12,4677.15,301.0
2026-04-27 01:30:00+00:00,4677.33,4678.86,4676.24,4678.45,317.0
